[2024-10-12T10:43:24.084+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T10:43:24.296+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9239040B, recent allocation size: 2097152B, recent allocation duration: 210.60ms, recent old gen allocation rate: 9958146.95B/s, recent marking phase length: 0.00ms
[2024-10-12T10:43:52.554+0800] GC(273) Adaptive IHOP information (value update), threshold: 107303580B (94.06), internal target occupancy: 114085068B, occupancy: 92608032B, additional buffer size: 6291456B, predicted old gen allocation rate: 1347362.28B/s, predicted marking phase length: 363.70ms, prediction active: true
[2024-10-12T10:43:52.658+0800] GC(274) Basic information (value update), threshold: 107317783B (79.96), target occupancy: 134217728B, current occupancy: 96802336B, recent allocation size: 4128B, recent allocation duration: 102.21ms, recent old gen allocation rate: 40387.71B/s, recent marking phase length: 213.10ms
[2024-10-12T10:43:52.658+0800] GC(274) Adaptive IHOP information (value update), threshold: 107317783B (94.07), internal target occupancy: 114085068B, occupancy: 96802336B, additional buffer size: 6291456B, predicted old gen allocation rate: 1308310.02B/s, predicted marking phase length: 363.70ms, prediction active: true
[2024-10-12T10:43:52.762+0800] GC(275) Basic information (value update), threshold: 107331180B (79.97), target occupancy: 134217728B, current occupancy: 100998688B, recent allocation size: 6192B, recent allocation duration: 102.73ms, recent old gen allocation rate: 60273.50B/s, recent marking phase length: 213.10ms
[2024-10-12T10:43:52.762+0800] GC(275) Adaptive IHOP information (value update), threshold: 107331180B (94.08), internal target occupancy: 114085068B, occupancy: 100998688B, additional buffer size: 6291456B, predicted old gen allocation rate: 1271474.08B/s, predicted marking phase length: 363.70ms, prediction active: true
[2024-10-12T10:43:52.916+0800] GC(277) Basic information (value update), threshold: 113635936B (84.67), target occupancy: 134217728B, current occupancy: 105190944B, recent allocation size: 6192B, recent allocation duration: 151.68ms, recent old gen allocation rate: 40823.73B/s, recent marking phase length: 213.10ms
[2024-10-12T10:43:52.916+0800] GC(277) Adaptive IHOP information (value update), threshold: 113635936B (99.61), internal target occupancy: 114085068B, occupancy: 105190944B, additional buffer size: 0B, predicted old gen allocation rate: 1234905.70B/s, predicted marking phase length: 363.70ms, prediction active: true
[2024-10-12T10:43:52.980+0800] GC(278) Basic information (value update), threshold: 113642364B (84.67), target occupancy: 134217728B, current occupancy: 100971416B, recent allocation size: 2123984B, recent allocation duration: 151.68ms, recent old gen allocation rate: 14003381.92B/s, recent marking phase length: 214.02ms
[2024-10-12T10:43:52.980+0800] GC(278) Adaptive IHOP information (value update), threshold: 113642364B (99.61), internal target occupancy: 114085068B, occupancy: 100971416B, additional buffer size: 0B, predicted old gen allocation rate: 1234905.70B/s, predicted marking phase length: 358.49ms, prediction active: true
[2024-10-12T10:43:53.609+0800] GC(284) Basic information (value update), threshold: 107363259B (79.99), target occupancy: 134217728B, current occupancy: 109203552B, recent allocation size: 6192B, recent allocation duration: 102.58ms, recent old gen allocation rate: 60362.28B/s, recent marking phase length: 214.02ms
[2024-10-12T10:43:53.609+0800] GC(284) Adaptive IHOP information (value update), threshold: 107363259B (94.11), internal target occupancy: 114085068B, occupancy: 109203552B, additional buffer size: 6291456B, predicted old gen allocation rate: 1200450.90B/s, predicted marking phase length: 358.49ms, prediction active: true
[2024-10-12T10:43:53.712+0800] GC(285) Basic information (value update), threshold: 107375555B (80.00), target occupancy: 134217728B, current occupancy: 113397856B, recent allocation size: 4128B, recent allocation duration: 102.16ms, recent old gen allocation rate: 40406.73B/s, recent marking phase length: 214.02ms
[2024-10-12T10:43:53.712+0800] GC(285) Adaptive IHOP information (value update), threshold: 107375555B (94.12), internal target occupancy: 114085068B, occupancy: 113397856B, additional buffer size: 6291456B, predicted old gen allocation rate: 1166151.86B/s, predicted marking phase length: 358.49ms, prediction active: true
[2024-10-12T10:43:53.816+0800] GC(286) Basic information (value update), threshold: 107387116B (80.01), target occupancy: 134217728B, current occupancy: 117592160B, recent allocation size: 6192B, recent allocation duration: 102.71ms, recent old gen allocation rate: 60287.86B/s, recent marking phase length: 214.02ms
[2024-10-12T10:43:53.816+0800] GC(286) Adaptive IHOP information (value update), threshold: 107387116B (94.13), internal target occupancy: 114085068B, occupancy: 117592160B, additional buffer size: 6291456B, predicted old gen allocation rate: 1133904.77B/s, predicted marking phase length: 358.49ms, prediction active: true
[2024-10-12T10:43:53.971+0800] GC(288) Basic information (value update), threshold: 113690097B (84.71), target occupancy: 134217728B, current occupancy: 121553504B, recent allocation size: 6192B, recent allocation duration: 151.70ms, recent old gen allocation rate: 40816.69B/s, recent marking phase length: 214.02ms
[2024-10-12T10:43:53.971+0800] GC(288) Adaptive IHOP information (value update), threshold: 113690097B (99.65), internal target occupancy: 114085068B, occupancy: 121553504B, additional buffer size: 0B, predicted old gen allocation rate: 1101755.43B/s, predicted marking phase length: 358.49ms, prediction active: true
[2024-10-12T10:43:54.034+0800] GC(289) Basic information (value update), threshold: 113695651B (84.71), target occupancy: 134217728B, current occupancy: 114566768B, recent allocation size: 8256B, recent allocation duration: 151.70ms, recent old gen allocation rate: 54422.26B/s, recent marking phase length: 213.62ms
[2024-10-12T10:43:54.034+0800] GC(289) Adaptive IHOP information (value update), threshold: 113695651B (99.66), internal target occupancy: 114085068B, occupancy: 114566768B, additional buffer size: 0B, predicted old gen allocation rate: 1101755.43B/s, predicted marking phase length: 353.45ms, prediction active: true
[2024-10-12T10:43:54.666+0800] GC(296) Basic information (value update), threshold: 107415203B (80.03), target occupancy: 134217728B, current occupancy: 113164848B, recent allocation size: 4128B, recent allocation duration: 102.47ms, recent old gen allocation rate: 40285.01B/s, recent marking phase length: 213.62ms
[2024-10-12T10:43:54.666+0800] GC(296) Adaptive IHOP information (value update), threshold: 107415203B (94.15), internal target occupancy: 114085068B, occupancy: 113164848B, additional buffer size: 6291456B, predicted old gen allocation rate: 1070612.46B/s, predicted marking phase length: 353.45ms, prediction active: true
[2024-10-12T10:43:54.769+0800] GC(297) Basic information (value update), threshold: 107425516B (80.04), target occupancy: 134217728B, current occupancy: 117359152B, recent allocation size: 6192B, recent allocation duration: 102.21ms, recent old gen allocation rate: 60579.34B/s, recent marking phase length: 213.62ms
[2024-10-12T10:43:54.769+0800] GC(297) Adaptive IHOP information (value update), threshold: 107425516B (94.16), internal target occupancy: 114085068B, occupancy: 117359152B, additional buffer size: 6291456B, predicted old gen allocation rate: 1041433.51B/s, predicted marking phase length: 353.45ms, prediction active: true
[2024-10-12T10:43:54.924+0800] GC(299) Basic information (value update), threshold: 113727525B (84.73), target occupancy: 134217728B, current occupancy: 119456304B, recent allocation size: 4128B, recent allocation duration: 152.14ms, recent old gen allocation rate: 27132.31B/s, recent marking phase length: 213.62ms
[2024-10-12T10:43:54.924+0800] GC(299) Adaptive IHOP information (value update), threshold: 113727525B (99.69), internal target occupancy: 114085068B, occupancy: 119456304B, additional buffer size: 0B, predicted old gen allocation rate: 1011576.13B/s, predicted marking phase length: 353.45ms, prediction active: true
[2024-10-12T10:43:54.987+0800] GC(300) Basic information (value update), threshold: 113732448B (84.74), target occupancy: 134217728B, current occupancy: 111306816B, recent allocation size: 18576B, recent allocation duration: 152.14ms, recent old gen allocation rate: 122095.40B/s, recent marking phase length: 213.70ms
[2024-10-12T10:43:54.987+0800] GC(300) Adaptive IHOP information (value update), threshold: 113732448B (99.69), internal target occupancy: 114085068B, occupancy: 111306816B, additional buffer size: 0B, predicted old gen allocation rate: 1011576.13B/s, predicted marking phase length: 348.59ms, prediction active: true
[2024-10-12T10:43:55.617+0800] GC(306) Basic information (value update), threshold: 107450848B (80.06), target occupancy: 134217728B, current occupancy: 110834688B, recent allocation size: 4128B, recent allocation duration: 102.65ms, recent old gen allocation rate: 40213.12B/s, recent marking phase length: 213.70ms
[2024-10-12T10:43:55.617+0800] GC(306) Adaptive IHOP information (value update), threshold: 107450848B (94.18), internal target occupancy: 114085068B, occupancy: 110834688B, additional buffer size: 6291456B, predicted old gen allocation rate: 983299.99B/s, predicted marking phase length: 348.59ms, prediction active: true
[2024-10-12T10:43:55.720+0800] GC(307) Basic information (value update), threshold: 107460052B (80.06), target occupancy: 134217728B, current occupancy: 114562560B, recent allocation size: 6192B, recent allocation duration: 102.12ms, recent old gen allocation rate: 60635.91B/s, recent marking phase length: 213.70ms
[2024-10-12T10:43:55.720+0800] GC(307) Adaptive IHOP information (value update), threshold: 107460052B (94.19), internal target occupancy: 114085068B, occupancy: 114562560B, additional buffer size: 6291456B, predicted old gen allocation rate: 956897.16B/s, predicted marking phase length: 348.59ms, prediction active: true
[2024-10-12T10:43:55.823+0800] GC(308) Basic information (value update), threshold: 107468975B (80.07), target occupancy: 134217728B, current occupancy: 118991872B, recent allocation size: 6192B, recent allocation duration: 102.57ms, recent old gen allocation rate: 60369.85B/s, recent marking phase length: 213.70ms
[2024-10-12T10:43:55.823+0800] GC(308) Adaptive IHOP information (value update), threshold: 107468975B (94.20), internal target occupancy: 114085068B, occupancy: 118991872B, additional buffer size: 6291456B, predicted old gen allocation rate: 931299.04B/s, predicted marking phase length: 348.59ms, prediction active: true
[2024-10-12T10:43:55.978+0800] GC(310) Basic information (value update), threshold: 113769406B (84.76), target occupancy: 134217728B, current occupancy: 123419648B, recent allocation size: 6192B, recent allocation duration: 151.69ms, recent old gen allocation rate: 40819.52B/s, recent marking phase length: 213.70ms
[2024-10-12T10:43:55.978+0800] GC(310) Adaptive IHOP information (value update), threshold: 113769406B (99.72), internal target occupancy: 114085068B, occupancy: 123419648B, additional buffer size: 0B, predicted old gen allocation rate: 905553.30B/s, predicted marking phase length: 348.59ms, prediction active: true
[2024-10-12T10:43:56.041+0800] GC(311) Basic information (value update), threshold: 113773660B (84.77), target occupancy: 134217728B, current occupancy: 127615536B, recent allocation size: 24768B, recent allocation duration: 151.69ms, recent old gen allocation rate: 163278.10B/s, recent marking phase length: 213.68ms
[2024-10-12T10:43:56.041+0800] GC(311) Adaptive IHOP information (value update), threshold: 113773660B (99.73), internal target occupancy: 114085068B, occupancy: 127615536B, additional buffer size: 0B, predicted old gen allocation rate: 905553.30B/s, predicted marking phase length: 343.89ms, prediction active: true
[2024-10-12T10:43:56.371+0800] GC(315) Basic information (value update), threshold: 107491446B (80.09), target occupancy: 134217728B, current occupancy: 84219752B, recent allocation size: 0B, recent allocation duration: 391.61ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.68ms
