[2024-10-12T11:43:58.289+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:43:58.505+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9704960B, recent allocation size: 2097152B, recent allocation duration: 214.13ms, recent old gen allocation rate: 9793836.88B/s, recent marking phase length: 0.00ms
[2024-10-12T11:44:24.301+0800] GC(248) Adaptive IHOP information (value update), threshold: 107598838B (94.31), internal target occupancy: 114085068B, occupancy: 84918504B, additional buffer size: 6291456B, predicted old gen allocation rate: 574241.57B/s, predicted marking phase length: 339.19ms, prediction active: true
[2024-10-12T11:44:24.404+0800] GC(249) Basic information (value update), threshold: 107604139B (80.17), target occupancy: 134217728B, current occupancy: 89112808B, recent allocation size: 4128B, recent allocation duration: 102.21ms, recent old gen allocation rate: 40385.61B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:24.404+0800] GC(249) Adaptive IHOP information (value update), threshold: 107604139B (94.32), internal target occupancy: 114085068B, occupancy: 89112808B, additional buffer size: 6291456B, predicted old gen allocation rate: 558612.44B/s, predicted marking phase length: 339.19ms, prediction active: true
[2024-10-12T11:44:24.509+0800] GC(250) Basic information (value update), threshold: 107608948B (80.17), target occupancy: 134217728B, current occupancy: 93307112B, recent allocation size: 6192B, recent allocation duration: 102.73ms, recent old gen allocation rate: 60274.98B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:24.509+0800] GC(250) Adaptive IHOP information (value update), threshold: 107608948B (94.32), internal target occupancy: 114085068B, occupancy: 93307112B, additional buffer size: 6291456B, predicted old gen allocation rate: 544434.04B/s, predicted marking phase length: 339.19ms, prediction active: true
[2024-10-12T11:44:24.612+0800] GC(251) Basic information (value update), threshold: 107613605B (80.18), target occupancy: 134217728B, current occupancy: 97734376B, recent allocation size: 6192B, recent allocation duration: 102.23ms, recent old gen allocation rate: 60567.57B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:24.612+0800] GC(251) Adaptive IHOP information (value update), threshold: 107613605B (94.33), internal target occupancy: 114085068B, occupancy: 97734376B, additional buffer size: 6291456B, predicted old gen allocation rate: 530705.30B/s, predicted marking phase length: 339.19ms, prediction active: true
[2024-10-12T11:44:24.717+0800] GC(252) Basic information (value update), threshold: 107618126B (80.18), target occupancy: 134217728B, current occupancy: 102161640B, recent allocation size: 6192B, recent allocation duration: 102.91ms, recent old gen allocation rate: 60171.33B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:24.717+0800] GC(252) Adaptive IHOP information (value update), threshold: 107618126B (94.33), internal target occupancy: 114085068B, occupancy: 102161640B, additional buffer size: 6291456B, predicted old gen allocation rate: 517377.56B/s, predicted marking phase length: 339.19ms, prediction active: true
[2024-10-12T11:44:24.872+0800] GC(254) Basic information (value update), threshold: 113914279B (84.87), target occupancy: 134217728B, current occupancy: 106355944B, recent allocation size: 6192B, recent allocation duration: 151.70ms, recent old gen allocation rate: 40817.21B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:24.872+0800] GC(254) Adaptive IHOP information (value update), threshold: 113914279B (99.85), internal target occupancy: 114085068B, occupancy: 106355944B, additional buffer size: 0B, predicted old gen allocation rate: 503527.88B/s, predicted marking phase length: 339.19ms, prediction active: true
[2024-10-12T11:44:24.935+0800] GC(255) Basic information (value update), threshold: 113916452B (84.87), target occupancy: 134217728B, current occupancy: 100661600B, recent allocation size: 94944B, recent allocation duration: 151.70ms, recent old gen allocation rate: 625863.86B/s, recent marking phase length: 213.38ms
[2024-10-12T11:44:24.936+0800] GC(255) Adaptive IHOP information (value update), threshold: 113916452B (99.85), internal target occupancy: 114085068B, occupancy: 100661600B, additional buffer size: 0B, predicted old gen allocation rate: 503527.88B/s, predicted marking phase length: 334.87ms, prediction active: true
[2024-10-12T11:44:25.465+0800] GC(260) Basic information (value update), threshold: 107629498B (80.19), target occupancy: 134217728B, current occupancy: 107019584B, recent allocation size: 4128B, recent allocation duration: 102.88ms, recent old gen allocation rate: 40123.65B/s, recent marking phase length: 213.38ms
[2024-10-12T11:44:25.465+0800] GC(260) Adaptive IHOP information (value update), threshold: 107629498B (94.34), internal target occupancy: 114085068B, occupancy: 107019584B, additional buffer size: 6291456B, predicted old gen allocation rate: 490082.80B/s, predicted marking phase length: 334.87ms, prediction active: true
[2024-10-12T11:44:25.568+0800] GC(261) Basic information (value update), threshold: 107633855B (80.19), target occupancy: 134217728B, current occupancy: 110747968B, recent allocation size: 4128B, recent allocation duration: 102.34ms, recent old gen allocation rate: 40334.78B/s, recent marking phase length: 213.38ms
[2024-10-12T11:44:25.568+0800] GC(261) Adaptive IHOP information (value update), threshold: 107633855B (94.35), internal target occupancy: 114085068B, occupancy: 110747968B, additional buffer size: 6291456B, predicted old gen allocation rate: 477071.82B/s, predicted marking phase length: 334.87ms, prediction active: true
[2024-10-12T11:44:25.672+0800] GC(262) Basic information (value update), threshold: 107638078B (80.20), target occupancy: 134217728B, current occupancy: 114476352B, recent allocation size: 4128B, recent allocation duration: 102.76ms, recent old gen allocation rate: 40170.00B/s, recent marking phase length: 213.38ms
[2024-10-12T11:44:25.673+0800] GC(262) Adaptive IHOP information (value update), threshold: 107638078B (94.35), internal target occupancy: 114085068B, occupancy: 114476352B, additional buffer size: 6291456B, predicted old gen allocation rate: 464461.71B/s, predicted marking phase length: 334.87ms, prediction active: true
[2024-10-12T11:44:25.827+0800] GC(264) Basic information (value update), threshold: 113933613B (84.89), target occupancy: 134217728B, current occupancy: 116573504B, recent allocation size: 6192B, recent allocation duration: 151.44ms, recent old gen allocation rate: 40887.87B/s, recent marking phase length: 213.38ms
[2024-10-12T11:44:25.827+0800] GC(264) Adaptive IHOP information (value update), threshold: 113933613B (99.87), internal target occupancy: 114085068B, occupancy: 116573504B, additional buffer size: 0B, predicted old gen allocation rate: 452280.97B/s, predicted marking phase length: 334.87ms, prediction active: true
[2024-10-12T11:44:25.891+0800] GC(265) Basic information (value update), threshold: 113935502B (84.89), target occupancy: 134217728B, current occupancy: 108435056B, recent allocation size: 45408B, recent allocation duration: 151.44ms, recent old gen allocation rate: 299844.39B/s, recent marking phase length: 213.56ms
[2024-10-12T11:44:25.891+0800] GC(265) Adaptive IHOP information (value update), threshold: 113935502B (99.87), internal target occupancy: 114085068B, occupancy: 108435056B, additional buffer size: 0B, predicted old gen allocation rate: 452280.97B/s, predicted marking phase length: 330.69ms, prediction active: true
[2024-10-12T11:44:26.418+0800] GC(270) Basic information (value update), threshold: 107647959B (80.20), target occupancy: 134217728B, current occupancy: 105708032B, recent allocation size: 4128B, recent allocation duration: 102.56ms, recent old gen allocation rate: 40250.23B/s, recent marking phase length: 213.56ms
[2024-10-12T11:44:26.418+0800] GC(270) Adaptive IHOP information (value update), threshold: 107647959B (94.36), internal target occupancy: 114085068B, occupancy: 105708032B, additional buffer size: 6291456B, predicted old gen allocation rate: 440449.30B/s, predicted marking phase length: 330.69ms, prediction active: true
[2024-10-12T11:44:26.522+0800] GC(271) Basic information (value update), threshold: 107651751B (80.21), target occupancy: 134217728B, current occupancy: 109902336B, recent allocation size: 4128B, recent allocation duration: 102.65ms, recent old gen allocation rate: 40212.40B/s, recent marking phase length: 213.56ms
[2024-10-12T11:44:26.522+0800] GC(271) Adaptive IHOP information (value update), threshold: 107651751B (94.36), internal target occupancy: 114085068B, occupancy: 109902336B, additional buffer size: 6291456B, predicted old gen allocation rate: 428983.87B/s, predicted marking phase length: 330.69ms, prediction active: true
[2024-10-12T11:44:26.626+0800] GC(272) Basic information (value update), threshold: 107655422B (80.21), target occupancy: 134217728B, current occupancy: 114096640B, recent allocation size: 4128B, recent allocation duration: 102.33ms, recent old gen allocation rate: 40338.46B/s, recent marking phase length: 213.56ms
[2024-10-12T11:44:26.626+0800] GC(272) Adaptive IHOP information (value update), threshold: 107655422B (94.36), internal target occupancy: 114085068B, occupancy: 114096640B, additional buffer size: 6291456B, predicted old gen allocation rate: 417880.03B/s, predicted marking phase length: 330.69ms, prediction active: true
[2024-10-12T11:44:26.781+0800] GC(274) Basic information (value update), threshold: 113950431B (84.90), target occupancy: 134217728B, current occupancy: 117825024B, recent allocation size: 6192B, recent allocation duration: 152.14ms, recent old gen allocation rate: 40699.83B/s, recent marking phase length: 213.56ms
[2024-10-12T11:44:26.781+0800] GC(274) Adaptive IHOP information (value update), threshold: 113950431B (99.88), internal target occupancy: 114085068B, occupancy: 117825024B, additional buffer size: 0B, predicted old gen allocation rate: 407136.63B/s, predicted marking phase length: 330.69ms, prediction active: true
[2024-10-12T11:44:26.845+0800] GC(275) Basic information (value update), threshold: 113952077B (84.90), target occupancy: 134217728B, current occupancy: 109908544B, recent allocation size: 18576B, recent allocation duration: 152.14ms, recent old gen allocation rate: 122099.49B/s, recent marking phase length: 213.71ms
[2024-10-12T11:44:26.845+0800] GC(275) Adaptive IHOP information (value update), threshold: 113952077B (99.88), internal target occupancy: 114085068B, occupancy: 109908544B, additional buffer size: 0B, predicted old gen allocation rate: 407136.63B/s, predicted marking phase length: 326.65ms, prediction active: true
[2024-10-12T11:44:27.373+0800] GC(280) Basic information (value update), threshold: 107663714B (80.22), target occupancy: 134217728B, current occupancy: 105940992B, recent allocation size: 2103344B, recent allocation duration: 102.95ms, recent old gen allocation rate: 20430024.12B/s, recent marking phase length: 213.71ms
[2024-10-12T11:44:27.373+0800] GC(280) Adaptive IHOP information (value update), threshold: 107663714B (94.37), internal target occupancy: 114085068B, occupancy: 105940992B, additional buffer size: 6291456B, predicted old gen allocation rate: 397667.72B/s, predicted marking phase length: 326.65ms, prediction active: true
[2024-10-12T11:44:27.476+0800] GC(281) Basic information (value update), threshold: 107667032B (80.22), target occupancy: 134217728B, current occupancy: 109902336B, recent allocation size: 4128B, recent allocation duration: 102.34ms, recent old gen allocation rate: 40334.39B/s, recent marking phase length: 213.71ms
[2024-10-12T11:44:27.476+0800] GC(281) Adaptive IHOP information (value update), threshold: 107667032B (94.37), internal target occupancy: 114085068B, occupancy: 109902336B, additional buffer size: 6291456B, predicted old gen allocation rate: 387510.45B/s, predicted marking phase length: 326.65ms, prediction active: true
